Category,Headline,Author,Date,Description,Image URL,Article Body
politics,"KCR & KTR advocating for Hamas, they're silent on issue: BJP's Rao",,2023-10-14T03:54:02.000Z,"KCR & KTR advocating for Hamas, they're silent on issue: BJP's Rao",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697253455089_802.jpg?,"BJP leader Muralidhar Rao criticised Telangana CM KCR and Telangana minister KT Rama Rao for remaining silent over Hamas' attack on Israel. He said that they are silent for the vote bank politics by advocating for Hamas. He added, ""The cruel act of killing innocent children and women is condemnable...[KCR and KTR] don't speak anything about the country's safety."""
politics,Andhra govt trying to give steroids to Naidu in jail: Son Lokesh,,2023-10-13T13:28:31.000Z,Andhra govt trying to give steroids to Naidu in jail: Son Lokesh,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/13_fri/img_1697203537045_569.jpg?,"The Andhra Pradesh government is trying to administer steroids to former Andhra CM Chandrababu Naidu in jail, TDP leader and Naidu's son Nara Lokesh has alleged. ""CBN (Naidu) is facing a dire situation, dealing with mosquitoes, contaminated water, weight loss, infections, and allergies, all without access to timely medical assistance,"" he said, adding Naidu faces an ""immediate threat to life""."
politics,Go to Asian Games & win medals: UP Dy CM on Akhilesh jumping gate,,2023-10-13T12:49:14.000Z,Go to Asian Games & win medals: UP Dy CM on Akhilesh jumping gate,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/13_fri/img_1697198848048_197.jpg?,"UP Deputy CM Brajesh Pathak has reacted to a video showing SP chief Akhilesh Yadav climbing over the gate of JP Narayan International Centre (JPNIC). ""If he is so good at jumping, he should go to the Asian Games and win some medals for the country,"" Pathak said. Yadav responded to Pathak's comment and called him a ""servant Deputy CM""."
politics,"Narendra Modi Adani's PM, not India's: Sanjay Singh in viral video",,2023-10-13T11:00:02.000Z,"Narendra Modi Adani's PM, not India's: Sanjay Singh in viral video",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/13_fri/img_1697192611638_826.jpg?,"AAP shared a video of MP Sanjay Singh while he was being produced before a Delhi court in excise policy case. In the video, Singh can be heard saying, ""PM Modi is not India's but Gautam Adani's Prime Minister. When will there be a probe into Gautam Adani's scam?"" The court today sent Singh to judicial custody till October 27."
politics,UP Deputy CM renames himself as 'Servant Brajesh Pathak' on 'X',,2023-10-13T10:27:55.000Z,UP Deputy CM renames himself as 'Servant Brajesh Pathak' on 'X',https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/13_fri/img_1697191872056_407.jpg?,"Uttar Pradesh Deputy Chief Minister Brajesh Pathak has renamed himself as 'Servant Brajesh Pathak' on 'X' (formerly Twitter). This comes two days after Samajwadi Party chief Akhilesh Yadav referred to him as a ""servant deputy chief minister"". ""Of course, Akhilesh is 'Raja' (king) and I am 'servant' of people,"" Pathak had said."
politics,India facing cross-border terrorism for decades: PM at P20 Summit,,2023-10-13T09:11:01.000Z,India facing cross-border terrorism for decades: PM at P20 Summit,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/13_fri/img_1697184996190_747.jpg?,"While addressing the 9th P20 Summit, PM Narendra Modi raised the issue of terrorism, saying that India has been facing cross-border terrorism for decades. He further said that all the Parliaments will have to think of ways to fight terrorism together. He added, ""Around 20 years ago, terrorists targeted our Parliament at the time when the session was on."""
politics,"Congress shares 'inseparable' meme, captions it 'PM-Adani are one'",,2023-10-13T08:25:09.000Z,"Congress shares 'inseparable' meme, captions it 'PM-Adani are one'",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/13_fri/img_1697183527169_186.jpg?,"Congress shared an ""inseparable"" meme on PM Narendra Modi and Gautam Adani on X. The meme has a picture showing two faces, one of the PM and the other of the businessman. Congress shared it with the caption ""PM Modi and Adani are one"". Earlier, Congress shared PM's picture standing with his arms apart, attached to strings to Adani's name."
politics,"World running due to Sanatana, it's synonymous with India: Bhagwat",,2023-10-13T07:38:21.000Z,"World running due to Sanatana, it's synonymous with India: Bhagwat",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/13_fri/img_1697180345544_172.jpg?,"Amid controversy over DMK leader Udhayanidhi Stalin's remark against Sanatana Dharma, RSS chief Mohan Bhagwat said that Sanatana is synonymous with India and that the world is running because of it. He further said that calling for the destruction of Sanatana Dharma is like harming yourself. He added, ""Sanatana Dharma is 'Hindu Rashtra'…Our culture is based on [it]."""
politics,P20 Summit is 'Mahakumbh' of parliamentary practices: PM Modi,,2023-10-13T07:18:10.000Z,P20 Summit is 'Mahakumbh' of parliamentary practices: PM Modi,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/13_fri/img_1697178824300_889.jpg?,"PM Narendra Modi, after inaugurating the 9th G20 Parliamentary Speakers' Summit (P20), said that this summit is the 'Mahakumbh' of parliamentary practices in the world. He further added, ""India landed on the moon. India hosted the G20 Summit successfully. Today, we are hosting the P20 Summit…Parliaments across the world are an important place for debate and deliberations."""
politics,PM's PR hides poor behind curtains: Saket on Global Hunger Index,,2023-10-13T06:35:57.000Z,PM's PR hides poor behind curtains: Saket on Global Hunger Index,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/13_fri/img_1697176541961_763.jpg?,"TMC MP Saket Gokhale criticised PM Narendra Modi after the Centre called the Global Hunger Index 2023 report ""erroneous"". Gokhale said that the Modi-led government is in denial mode as always. He added, ""Modi’s PR that hides the poor behind green curtains and denies even the existence of hungry Indians shows how the man cares about nothing beyond himself."""
politics,AAP MP moves Delhi HC challenging arrest in excise policy case,,2023-10-13T05:56:40.000Z,AAP MP moves Delhi HC challenging arrest in excise policy case,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/13_fri/img_1697175248821_892.jpg?,"AAP MP Sanjay Singh has approached Delhi High Court, challenging his arrest by the Enforcement Directorate. He has also challenged the remand granted to him by the trial court and the matter is set to be heard today. He was arrested by the probe agency last week in connection with a money laundering probe in the Delhi excise policy case."
politics,Turn on flashlights to congratulate Asiad medallists: PM at rally,,2023-10-13T04:59:00.000Z,Turn on flashlights to congratulate Asiad medallists: PM at rally,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/13_fri/img_1697170712126_236.jpg?,"PM Narendra Modi, while addressing people in Uttarakhand, urged everyone to take out their phones and turn on flashlights to hail and congratulate Asiad medallists. He further said, ""You have added a new colour to this place today. This is a greeting to the children of Uttarakhand."" India bagged a total of 107 medals at the 19th Asian Games."
politics,Congress leader who was jailed in Saudi over 'Bharat Jodo Yatra' poster in Mecca returns,,2023-10-13T04:33:27.000Z,Congress leader who was jailed in Saudi over 'Bharat Jodo Yatra' poster in Mecca returns,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/13_fri/img_1697170825758_11.jpg?,"Raza Qadri, a youth Congress leader from Madhya Pradesh, has returned to India after being jailed for eight months in Saudi Arabia for taking a picture with 'Bharat Jodo Yatra' poster in Mecca. He told Dainik Bhaskar that he was given only two breads in the morning and evening. He was reportedly lashed 99 times."
politics,"What a disgrace, 56-inch 'seena': Priyanka on Pak team's welcome",,2023-10-13T04:01:47.000Z,"What a disgrace, 56-inch 'seena': Priyanka on Pak team's welcome",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/13_fri/img_1697167531604_923.jpg?,"Shiv Sena (UBT) MP Priyanka Chaturvedi shared a video of people in Ahmedabad waiting to get a glimpse of the Pakistan cricket team. She asked if the ""government will pull up BCCI officials for the grand welcome given to the Pakistan team"". She added, ""What a disgrace. 56-inch 'seena' and 'lal lal aankh' combined into celebration of the worst kind."""
politics,Don't know if Congress wants to form govt in India or Pak: Sarma,,2023-10-13T03:09:14.000Z,Don't know if Congress wants to form govt in India or Pak: Sarma,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/13_fri/img_1697165370168_392.jpg?,"Reacting to Congress' resolution on the Israel-Hamas war, Assam CM Himanta Biswa Sarma drew parallels between the Congress and Pakistan. He said that he doesn't know if the Congress wants to form a government in India or Pakistan. He added, ""In the resolution of Congress, there is nothing about terrorism, Hamas or hostages. It only mentioned Palestine."""
politics,Uddhav wanted to rejoin BJP alliance after meeting PM: Tatkare,,2023-10-12T17:48:26.000Z,Uddhav wanted to rejoin BJP alliance after meeting PM: Tatkare,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/12_thu/img_1697131037973_697.jpg?,"NCP leader (Ajit Pawar faction) Sunil Tatkare has claimed that former Maharashtra CM Uddhav Thackeray had a change of mind and wanted to rejoin the alliance with BJP after meeting PM Narendra Modi in 2021. Tatkare said that Sanjay Raut, Eknath Shinde and Milind Narvekar were present at the meeting when Raut said Uddhav was thinking of rejoining BJP."
politics,"I.N.D.I.A bloc writes to Pichai, Zuckerberg; demands platforms' neutrality during polls",,2023-10-12T17:00:56.000Z,"I.N.D.I.A bloc writes to Pichai, Zuckerberg; demands platforms' neutrality during polls",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/12_thu/img_1697128974234_808.jpg?,"I.N.D.I.A. alliance wrote letters to Meta CEO Mark Zuckerberg and Google CEO Sundar Pichai, citing Washington Post's investigations and adding they show that their platforms are culpable of inciting communal hatred in India. ""Further, we have data that shows...suppression of Opposition leaders' content,"" the letters said. It demanded that the platforms maintain neutrality in upcoming polls."
technology,Microsoft to offer ₹12 lakh for finding bugs in AI-powered Bing,,2023-10-15T09:54:06.000Z,Microsoft to offer ₹12 lakh for finding bugs in AI-powered Bing,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697360920113_186.jpg?,"Microsoft has announced a programme where researchers can get rewards from $2,000 to $15,000 (₹1.6 lakh to ₹12.4 lakh) for finding bugs in the new AI-powered Bing experience. Applicants for the programme must be at least 14 years old. Earlier, the company awarded around ₹115 crore to 345 security researchers who identified 1,180 vulnerabilities across 17 distinct bug bounty programmes."
technology,2 men ran ₹854 crore cyber fraud from a 1 BHK house in Bengaluru,,2023-10-15T09:22:30.000Z,2 men ran ₹854 crore cyber fraud from a 1 BHK house in Bengaluru,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697361169287_701.jpg?,"A 33-year-old MBA graduate and a 36-year-old techie set up a nameless private enterprise in a 1 BHK Bengaluru house and cheated thousands of people of ₹854 crore, The Indian Express reported. They hired two youths and tasked them with keeping eight mobile phones active. They cheated people by promising huge investment returns by contacting them through Telegram and WhatsApp."
technology,"US becoming anti-business; we get less, pay more: Dogecoin creator",,2023-10-15T08:40:20.000Z,"US becoming anti-business; we get less, pay more: Dogecoin creator",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697357843399_42.jpg?,"Dogecoin co-creator Billy Markus said US is becoming hostile towards productive citizens. Noting that the country is becoming anti-business and anti-innovation, Markus said, ""We get less and pay more than pretty much everywhere else. It...[is] like watching an empire collapse."" He added, ""We've taught a whole generation...that capitalism and business is evil, that trying to make money is wrong."""
technology,Tech millionaire tracked daughter's iPhone to find where she was killed by Hamas,,2023-10-15T08:07:12.000Z,Tech millionaire tracked daughter's iPhone to find where she was killed by Hamas,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697354454783_132.jpg?,"Tech millionaire Eyal Waldman, who founded chip designing company Mellanox Technologies, said he tracked his daughter's iPhone to locate where she was killed by Hamas militants. Waldman's 24-year-old daughter was attending the music festival along with her boyfriend. ""I have seen exactly how she was murdered...There were at least three guns that were shooting at the car,"" Waldman told CNN."
technology,Who's the author: IOC Prez as he speaks AI-written lines in Mumbai,,2023-10-15T07:58:44.000Z,Who's the author: IOC Prez as he speaks AI-written lines in Mumbai,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697356396207_838.jpg?,"International Olympic Committee President Thomas Bach spoke AI-generated lines at IOC Session in Mumbai. The lines claimed Olympics will likely become more inclusive in future to feature wider range of sports and promote diversity and gender equality. ""This…analysis was…written by someone very intelligent…So it can't be me,"" Bach said, asking audience to guess the author of the AI-generated lines."
technology,Big question is will AI replace or support human referee: IOC Prez,,2023-10-15T07:32:25.000Z,Big question is will AI replace or support human referee: IOC Prez,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697354904606_422.jpg?,"During his opening speech at the International Olympic Committee (IOC) session in Mumbai, IOC President Thomas Bach said, ""AI has the potential to revolutionise judging and refereeing."" ""Gymnastics, figure skating...the most illustrious example of all: fencing. In all these and many other sports, the big question is: Will AI replace or support the human referee?"" he stated."
technology,Mobile industry's morale at all-time low: ICEA on Lava MD's arrest,,2023-10-15T06:43:30.000Z,Mobile industry's morale at all-time low: ICEA on Lava MD's arrest,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697349351814_666.jpg?,"India Cellular and Electronics Association (ICEA) Chairman Pankaj Mohindroo claimed mobile manufacturing industry's morale has hit an all-time low with Lava MD Hari Om Rai's arrest. ""We're sure...[Rai] will emerge from the clouds and continue to champion the development of our industry,"" Mohindroo said. Rai has been arrested in an alleged money laundering case against Chinese phone maker Vivo."
technology,"Heart inaccurate, star was better: Musk on replacing X's like icon",,2023-10-15T05:16:04.000Z,"Heart inaccurate, star was better: Musk on replacing X's like icon",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697345843341_381.jpg?,"X owner Elon Musk agreed that the heart-shaped icon on the platform is ""inaccurate"". ""The original star was better,"" he added. He was reacting to a netizen's post, reading, ""Can we change...heart to something else? Many times people post horrific things that we want to acknowledge but...NOT like (or ""heart"")."" The platform had replaced star icon with heart in 2015."
technology,"Israeli man claims Tesla car saved him from Hamas gunmen, Musk responds",,2023-10-15T04:22:12.000Z,"Israeli man claims Tesla car saved him from Hamas gunmen, Musk responds",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697342250915_918.jpg?,"An Israeli man claimed he managed to save his life and escape Hamas militants in his Tesla. He said the militants didn't realise it was an electric car and shot at the car hoping to set it on fire by attacking its engine or fuel tank. ""Glad he made it,"" Tesla CEO Elon Musk replied."
technology,Thank you Meta: Israel on Zuckerberg calling Hamas attacks 'evil',,2023-10-14T17:11:39.000Z,Thank you Meta: Israel on Zuckerberg calling Hamas attacks 'evil',https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697301946872_427.jpg?,"Israel's official X account on Saturday thanked Meta after CEO Mark Zuckerberg called attacks on the country by Hamas ""pure evil"". In an Instagram Story earlier this week, Zuckerberg said, ""There is never any justification for carrying out acts of terrorism on innocent people."" ""The widespread suffering that has resulted is devastating,"" he added."
technology,"India, Sri Lanka working to link UPI with LankaPay: PM Modi",,2023-10-14T16:41:27.000Z,"India, Sri Lanka working to link UPI with LankaPay: PM Modi",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697299441436_940.jpg?,"PM Narendra Modi on Saturday said India is working with Sri Lanka to link its Unified Payments Interface (UPI) with the latter's LankaPay. ""India and Sri Lanka collaborate closely in a wide range of areas such as fintech and energy,"" he said. He made the remarks during the launch of the ferry service between India's Nagapattinam and Sri Lanka's Kankesanthurai."
technology,Chandrayaan-3 was defined a day after Chandrayaan-2 failure: Sivan,,2023-10-14T15:20:19.000Z,Chandrayaan-3 was defined a day after Chandrayaan-2 failure: Sivan,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697295246672_361.jpg?,"Former ISRO Chairman K Sivan said the Chandrayaan-3 mission was defined a day after the failure of Chandrayaan-2 and the project was quickly approved by PM Narendra Modi. ""We learnt what went wrong in Chandrayaan-2...We were unhappy [for] that moment, but in the next moment, you have to rise...and now you can see the success of Chandrayaan-3,"" he stated."
technology,Friends called me fool for accepting to lead GSLV project: Sivan,,2023-10-14T14:56:58.000Z,Friends called me fool for accepting to lead GSLV project: Sivan,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697293827446_188.jpg?,"ISRO's ex-Chairman K Sivan said he was called ""a fool"" by his friends and seniors for accepting the role of project director of the ""four-time failed"" GSLV (Geosynchronous Satellite Launch Vehicle) project. ""Instead of congratulating me, [they] were...giving me condolences,"" Sivan said. ""But I made that project a success [and it] made me visible to the ISRO community,"" he added."
technology,Would banning Hamas on Telegram save lives or endanger them: CEO,,2023-10-14T13:56:26.000Z,Would banning Hamas on Telegram save lives or endanger them: CEO,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697290388830_10.jpg?,"Telegram CEO Pavel Durov has defended his platform's decision to not ban Hamas' channel amid its ongoing war with Israel. ""Would shutting down their channel help save lives or would it endanger more lives?"" he asked. ""Earlier this week, Hamas used Telegram to warn civilians in Ashkelon to leave the area ahead of their missile strikes,"" he stated."
technology,All HCLTech employees in Israel are safe: CEO C Vijayakumar,,2023-10-14T13:18:51.000Z,All HCLTech employees in Israel are safe: CEO C Vijayakumar,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697288358363_162.jpg?,"HCLTech CEO and MD C Vijayakumar said the company has about 130 employees in Israel and all are safe amid the ongoing Israel-Hamas war. The company is constantly monitoring the situation, he stated. ""We don't do any business in Israel, but we have some software teams that are located there,"" he further added."
technology,X illegally fired employee challenging office return: US agency,,2023-10-14T12:46:50.000Z,X illegally fired employee challenging office return: US agency,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697285675429_175.jpg?,"The US National Labor Relations Board (NLRB) has filed a complaint against X, alleging it illegally fired an employee challenging its return-to-office policy. As per NLRB, Musk told employees, ""If you can physically make it to an office and you don't show up, resignation accepted."" Employee Yao Yue was allegedly fired after she tweeted, ""Don't resign, let him fire you."""
technology,Why are some Indian IT firms slowing hiring?,,2023-10-14T11:12:15.000Z,Why are some Indian IT firms slowing hiring?,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697278763131_195.jpg?,"India's top IT companies are slowing hiring as clients are cutting back on spending and deferring projects due to macroeconomic challenges, Reuters said. ""Firms over-hired in 2021-2022 in anticipation of further growth this year, which has not materialised,"" IT advisory HFS Research's CEO Phil Fersht said. Therefore, IT companies are working on improving employee utilisation, the report said."
technology,Paytm CEO shares pic showing time taken by hackers to crack passwords,,2023-10-14T10:16:36.000Z,Paytm CEO shares pic showing time taken by hackers to crack passwords,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697274918127_307.jpg?,"Paytm CEO Vijay Shekhar Sharma took to X to share a picture showing the amount of time it takes for hackers to brute force passwords. It shows that up to 6-character passwords can be cracked instantly, even if they include numbers, lowercase and uppercase letters and symbols. ""It is the length of a password that matters most,"" Sharma said."
technology,Ferrari to accept crypto payments for cars in US,,2023-10-14T09:34:18.000Z,Ferrari to accept crypto payments for cars in US,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697274387158_276.jpg?,"Ferrari's Chief Marketing and Commercial Officer Enrico Galliera said the luxury sports car maker has started accepting crypto payments for car purchases in the US. The company plans to extend the scheme to Europe by the first quarter of next year. ""This will help us connect to people who aren't necessarily our clients but might afford a Ferrari,"" Galliera stated."
technology,Govt issues high risk warning for Google Chrome users,,2023-10-14T09:22:53.000Z,Govt issues high risk warning for Google Chrome users,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697274016383_911.jpg?,"The government's CERT-In agency has issued a high severity warning for Google Chrome users. The vulnerabilities detected by the agency exist in Google Chrome for Windows, Mac and Linux. The vulnerabilities exist due to 'use after free' weakness in Site Isolation, Cast and Blink History. The agency has recommended updating the browser as per appropriate updates released by Google."
technology,Hamas wanted severe Israel reprisals to show dead civilians: Musk,,2023-10-14T06:31:05.000Z,Hamas wanted severe Israel reprisals to show dead civilians: Musk,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697263006050_310.jpg?,"World's richest man Elon Musk said the ""primary goal"" of Hamas militant group's attack on Israel was to ""cause severe reprisals from Israel so that they too could show many dead civilians"". ""They appear so far to have succeeded in that objective,"" the billionaire added. Musk was responding to an X user who said Israel's counter-attacks ""are backfiring horribly""."
technology,7 working groups submit final IndiaAI report on AI development,,2023-10-14T05:25:10.000Z,7 working groups submit final IndiaAI report on AI development,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697258837931_506.jpg?,"Minister of State for IT Rajeev Chandrasekhar on Friday received the final report on IndiaAI program from the seven working groups of the IT Ministry. Chandrasekhar highlighted that the program will not only catalyse startups but also areas like datasets program and India AI Compute Platform. The platform, a public-private partnership project, will create substantial GPU capacity for startups."
technology,Tata Motors to sell 9.9% stake in IPO-bound Tata Tech for ₹1614 cr,,2023-10-14T04:28:38.000Z,Tata Motors to sell 9.9% stake in IPO-bound Tata Tech for ₹1614 cr,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697255339935_828.jpg?,"Tata Motors said in a stock exchange filing on Friday that it will be selling a 9.9% stake in IPO-bound Tata Technologies for ₹1,613.7 crore. Of the total stake, 0.9% will be sold to Ratan Tata Endowment Foundation and the remaining 9% to climate focused private equity fund TPG Rise Climate SF. The transaction will be completed by October 27."
technology,Billionaire Jeff Bezos buys 7-bedroom mansion for ₹660 crore in US,,2023-10-14T04:24:47.000Z,Billionaire Jeff Bezos buys 7-bedroom mansion for ₹660 crore in US,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697257348346_514.jpg?,"Billionaire Jeff Bezos has purchased a seven-bedroom mansion in Indian Creek, Florida, for $79 million (₹660 crore), reports said. The 19,064-square-foot property is located next to the house he recently bought for $68 million. The man-made barrier island is often referred to as 'Billionaire Bunker' and is home to notable people including investor Carl Icahn, Jared Kushner and Ivanka Trump."
technology,"TCS, Infosys & HCLTech's employee headcount drops by 16,000",,2023-10-14T03:22:36.000Z,"TCS, Infosys & HCLTech's employee headcount drops by 16,000",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697252217624_215.jpg?,"India's top three IT companies - TCS, Infosys and HCLTech - cumulatively saw their employee headcount drop by 16,162 in second quarter. While, Infosys has said that it will skip campus hiring this year, HCLTech said it expects to end the year by hiring about 10,000 freshers. TCS said its strategy to hire freshers and train them is paying off."
technology,"X user says Khamenei got grey tick, Musk says 'applying UN rule'",,2023-10-13T11:18:17.000Z,"X user says Khamenei got grey tick, Musk says 'applying UN rule'",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/13_fri/img_1697193539270_90.jpg?,"An X user shared a screenshot of Iran's Supreme Leader Ayatollah Khamenei's profile showing a grey checkmark, which is given to accounts representing a government/multilateral organisation/official. ""What's this Elon Musk? That wasn't there yesterday,"" the user said. Billionaire X owner Elon Musk responded by saying, ""We're applying the UN rule...if the UN recognises someone, then we will."""
technology,India scraps plan to impose restrictions on laptop imports,,2023-10-13T11:06:35.000Z,India scraps plan to impose restrictions on laptop imports,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/13_fri/img_1697194705766_155.jpg?,"The Indian government has reversed its decision and will not be imposing restrictions on laptop imports, Trade Secretary Sunil Barthwal said. He said that the government only wants importers to be on close watch. India is holding consultations with the industry and a new order on laptop imports will be announced by October end, Director General of Foreign Trade said."
technology,"Pics show 1st mobile tower at Siachen Glacier, world's highest battlefield",,2023-10-13T09:39:14.000Z,"Pics show 1st mobile tower at Siachen Glacier, world's highest battlefield",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/13_fri/img_1697188068587_678.jpg?,"The first-ever mobile tower has been installed at Siachen Glacier, known as the world's highest battlefield. The tower was installed by the Indian Army in collaboration with Bharat Sanchar Nigam Limited (BSNL). Sharing the pictures, Union Minister of State for Communications Devusinh Chauhan said, ""Now our heroes can talk to their near and dear ones at their convenience."""
technology,"Very concerned, don't know all facts: MoS IT on Lava MD's arrest",,2023-10-13T07:32:27.000Z,"Very concerned, don't know all facts: MoS IT on Lava MD's arrest",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/13_fri/img_1697179427418_19.jpg?,"Minister of State for IT Rajeev Chandrasekhar said he's ""very concerned"" about ED's action against Lava and Vivo and Lava MD Hari Om Rai's arrest. ""While I don't know all the facts, I hope this is rapidly looked into and right thing is done by Lava and Rai,"" Chandrasekhar said. ED arrested Rai on Tuesday in a money laundering case."
technology,"Microsoft's $69 billion Activision deal, biggest-ever in gaming, cleared by UK",,2023-10-13T07:15:20.000Z,"Microsoft's $69 billion Activision deal, biggest-ever in gaming, cleared by UK",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/13_fri/img_1697179642857_624.jpg?,"UK's Competition and Markets Authority has approved Microsoft's $69 billion acquisition of Activision Blizzard. Microsoft's offer to sell some gaming rights to French publisher Ubisoft satisfied any competition concerns it had, CMA said. The approval allows the companies to complete the biggest ever deal in gaming, following which Microsoft will become the world's third-largest gaming company."
technology,"Grandfather fought in WWII for 6 yrs, dropped out of school: Musk",,2023-10-13T07:04:26.000Z,"Grandfather fought in WWII for 6 yrs, dropped out of school: Musk",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/13_fri/img_1697178478678_537.jpg?,"Billionaire Elon Musk said his grandfather fought in World War II for six years and suffered from ""severe PTSD"". He said his grandfather dropped out of high school but scored high in an IQ test taken towards the war's end. Due to this, he was sent to work for British Intelligence, else ""he'd probably be dead and I wouldn't exist""."
technology,No place for terrorist groups: X to EU on disinformation ultimatum,,2023-10-13T05:19:01.000Z,No place for terrorist groups: X to EU on disinformation ultimatum,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/13_fri/img_1697172421725_183.jpg?,"X CEO Linda Yaccarino replied to EU industry chief Thierry Breton's 24-hour ultimatum, urging X to remove disinformation regarding the Israel war. ""There's no place on X for terrorist organisations or violent extremist groups...we continue to remove such accounts in real-time,"" Yaccarino said. X has removed or labelled tens of thousands of content pieces since the war began, she added."
technology,"Microsoft shuts Windows 7, 8 users' free upgrade to Windows 10, 11",,2023-10-13T04:52:43.000Z,"Microsoft shuts Windows 7, 8 users' free upgrade to Windows 10, 11",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/13_fri/img_1697169251703_471.jpg?,Microsoft has now blocked Windows 7 and Windows 8 users from activating a copy of Windows 10 and Windows 11 for free. The activation status of users who have already upgraded their Windows operating system using any method won't change. Microsoft said the option for Windows 10 users to upgrade to Windows 11 is still available free of charge.
technology,FTX Founder tried to get funds from Saudi Crown Prince: Ex-partner,,2023-10-13T04:09:57.000Z,FTX Founder tried to get funds from Saudi Crown Prince: Ex-partner,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/13_fri/img_1697168368716_491.jpg?,"FTX Founder Sam Bankman-Fried said he might try to raise funds from Saudi Crown Prince Mohammed bin Salman, his former girlfriend and Alameda Research's ex-CEO Caroline Ellison said. Bankman-Fried was looking to sell FTX equity to create liquidity at FTX. Ellison said Bankman-Fried also tried boosting FTX's market share by getting regulators to ""crack down"" on rival Binance."
